_0DamsId.id,_0DamsId.targetFlow,_0DamsId.useTargetIndicator,_0DamsId.name,_0DamsId.initialVolume,_1PeriodsValue,value
1,0.22,0,Dam 1,250000,1,1.091
1,0.22,0,Dam 1,250000,2,1.092
1,0.22,0,Dam 1,250000,3,1.143
1,0.22,0,Dam 1,250000,4,1.112
1,0.22,0,Dam 1,250000,5,1.136
1,0.22,0,Dam 1,250000,6,1.143
1,0.22,0,Dam 1,250000,7,1.135
1,0.22,0,Dam 1,250000,8,1.149
1,0.22,0,Dam 1,250000,9,1.154
1,0.22,0,Dam 1,250000,10,1.155
1,0.22,0,Dam 1,250000,11,1.126
1,0.22,0,Dam 1,250000,12,1.127
1,0.22,0,Dam 1,250000,13,1.082
1,0.22,0,Dam 1,250000,14,1.087
1,0.22,0,Dam 1,250000,15,1.083
1,0.22,0,Dam 1,250000,16,1.098
1,0.22,0,Dam 1,250000,17,1.105
1,0.22,0,Dam 1,250000,18,1.108
1,0.22,0,Dam 1,250000,19,1.152
1,0.22,0,Dam 1,250000,20,1.201
1,0.22,0,Dam 1,250000,21,1.236
1,0.22,0,Dam 1,250000,22,1.208
1,0.22,0,Dam 1,250000,23,1.125
1,0.22,0,Dam 1,250000,24,1.108
2,2.5,1,Dam 2,78500,1,0.411
2,2.5,1,Dam 2,78500,2,0.411
2,2.5,1,Dam 2,78500,3,0.411
2,2.5,1,Dam 2,78500,4,0.411
2,2.5,1,Dam 2,78500,5,0.411
2,2.5,1,Dam 2,78500,6,0.411
2,2.5,1,Dam 2,78500,7,0.411
2,2.5,1,Dam 2,78500,8,0.411
2,2.5,1,Dam 2,78500,9,0.4111
2,2.5,1,Dam 2,78500,10,0.4105
2,2.5,1,Dam 2,78500,11,0.4151
2,2.5,1,Dam 2,78500,12,0.3792
2,2.5,1,Dam 2,78500,13,0.6591
2,2.5,1,Dam 2,78500,14,0.6637
2,2.5,1,Dam 2,78500,15,0.6278
2,2.5,1,Dam 2,78500,16,0.9083
2,2.5,1,Dam 2,78500,17,0.9083
2,2.5,1,Dam 2,78500,18,0.9083
2,2.5,1,Dam 2,78500,19,0.9082
2,2.5,1,Dam 2,78500,20,0.9087
2,2.5,1,Dam 2,78500,21,0.9049
2,2.5,1,Dam 2,78500,22,0.9345
2,2.5,1,Dam 2,78500,23,0.7041
2,2.5,1,Dam 2,78500,24,2.5
3,1.1,1,Dam 3,122300,1,0.09221
3,1.1,1,Dam 3,122300,2,0.187
3,1.1,1,Dam 3,122300,3,0.2818
3,1.1,1,Dam 3,122300,4,0.3766
3,1.1,1,Dam 3,122300,5,0.4714
3,1.1,1,Dam 3,122300,6,0.5662
3,1.1,1,Dam 3,122300,7,0.661
3,1.1,1,Dam 3,122300,8,0.7558
3,1.1,1,Dam 3,122300,9,0.7558
3,1.1,1,Dam 3,122300,10,0.7558
3,1.1,1,Dam 3,122300,11,0.7558
3,1.1,1,Dam 3,122300,12,0.7558
3,1.1,1,Dam 3,122300,13,0.7558
3,1.1,1,Dam 3,122300,14,0.7558
3,1.1,1,Dam 3,122300,15,0.7558
3,1.1,1,Dam 3,122300,16,0.7558
3,1.1,1,Dam 3,122300,17,0.7558
3,1.1,1,Dam 3,122300,18,0.7558
3,1.1,1,Dam 3,122300,19,0.7558
3,1.1,1,Dam 3,122300,20,0.7558
3,1.1,1,Dam 3,122300,21,0.7558
3,1.1,1,Dam 3,122300,22,0.7558
3,1.1,1,Dam 3,122300,23,0.7558
3,1.1,1,Dam 3,122300,24,0.7558
4,0.2,1,Dam 4,21350,1,0.2
4,0.2,1,Dam 4,21350,2,0.2
4,0.2,1,Dam 4,21350,3,0.2
4,0.2,1,Dam 4,21350,4,0.2
4,0.2,1,Dam 4,21350,5,0.2
4,0.2,1,Dam 4,21350,6,0.2
4,0.2,1,Dam 4,21350,7,0.2
4,0.2,1,Dam 4,21350,8,0.2
4,0.2,1,Dam 4,21350,9,0.2
4,0.2,1,Dam 4,21350,10,0.2
4,0.2,1,Dam 4,21350,11,0.2
4,0.2,1,Dam 4,21350,12,0.2
4,0.2,1,Dam 4,21350,13,0.2
4,0.2,1,Dam 4,21350,14,0.2
4,0.2,1,Dam 4,21350,15,0.2
