CustomerID,OfferID,ChannelID,Probability
C-10162,O-9,Mobile,0.2195253212593921
C-10164,O-12,Mobile,0.3231911769867916
C-10173,O-5,Mobile,0.3446930112211021
C-10173,O-10,Mobile,0.3817200210066184
C-10173,O-12,Mobile,0.4046650447133998
C-10176,O-9,Email,0.2222020950449533
C-10180,O-2,Email,0.5546180416532503
C-10198,O-6,Mobile,0.3180736542877385
C-10203,O-7,Mobile,0.36098589775430634
C-10209,O-1,Email,0.7534490476837895
C-10209,O-4,Email,0.4779785708991965
C-10209,O-11,Email,0.40756986955798286
C-10212,O-2,Mobile,0.5556577677334437
C-10214,O-6,Direct Mail,0.34268323236935144
C-10214,O-12,Direct Mail,0.41807412837905594
C-10219,O-2,Mobile,0.5644759179471303
C-10222,O-8,Direct Mail,0.30991510544117745
C-10225,O-10,Mobile,0.29036847348882366
C-10229,O-2,Email,0.5617428548697405
C-10229,O-3,Email,0.37401556645411793
C-10229,O-9,Email,0.2889396269549443
C-10239,O-1,Email,0.799961496959269
C-10254,O-11,Email,0.3312485898157461
C-10254,O-12,Email,0.3312485898157461
C-10266,O-6,Email,0.33766418804720816
C-10266,O-12,Email,0.4126440688575663
C-10278,O-6,Email,0.2659555861922719
C-10281,O-6,Mobile,0.33243875002812084
C-10281,O-8,Mobile,0.30454323111524056
C-10295,O-4,Mobile,0.4757113549413329
C-10295,O-9,Mobile,0.28973846292921707
C-10303,O-11,Direct Mail,0.34033661100970564
C-10311,O-6,Direct Mail,0.2711233050555009
C-10315,O-5,Direct Mail,0.27652518037023066
C-10315,O-7,Direct Mail,0.3174117140003508
C-10318,O-12,Direct Mail,0.33006876934032603
C-10330,O-4,Mobile,0.4586610430086584
C-10330,O-9,Mobile,0.27584673809928834
C-10332,O-7,Mobile,0.34789998184005383
C-10338,O-4,Email,0.46185560660785563
C-10338,O-12,Email,0.3244370306733421
C-10346,O-7,Email,0.34627765670985544
C-10346,O-12,Email,0.3945101894357038
C-10348,O-10,Direct Mail,0.3878444773428987
C-10350,O-7,Direct Mail,0.31441260810653676
C-10350,O-12,Direct Mail,0.32728560850144556
C-10363,O-8,Direct Mail,0.24737321342854782
C-10364,O-11,Mobile,0.4100762952724525
C-10380,O-7,Direct Mail,0.32201140337345047
C-10380,O-11,Direct Mail,0.33504347959184544
C-10381,O-4,Mobile,0.4558051900628617
C-10383,O-9,Direct Mail,0.2924787680241413
C-10383,O-10,Direct Mail,0.38555883907125954
C-10398,O-12,Mobile,0.39235975566391146
C-10401,O-1,Email,0.7561879584121246
C-10401,O-5,Email,0.3507814531103851
C-10401,O-6,Email,0.33628447983369925
C-10408,O-3,Mobile,0.36329718427615404
C-10408,O-7,Mobile,0.3452246893382941
C-10408,O-8,Mobile,0.2927007341336579
C-10410,O-3,Mobile,0.37021494022952894
C-10410,O-5,Mobile,0.340819194276694
C-10412,O-12,Mobile,0.31873716375752276
C-10426,O-1,Mobile,0.7876713686149162
C-10426,O-2,Mobile,0.5587922464531732
C-10426,O-4,Mobile,0.4537172058524149
C-10428,O-11,Email,0.41603300398930365
C-10430,O-2,Direct Mail,0.572978547622186
C-10430,O-4,Direct Mail,0.4680658939902342
C-10430,O-7,Direct Mail,0.3170043495008165
C-10435,O-4,Direct Mail,0.48405900754504483
C-10446,O-5,Mobile,0.3381841099140308
C-10457,O-1,Email,0.7544137777969888
C-10457,O-2,Email,0.5662118178278315
C-10457,O-10,Email,0.38579802329557
C-10457,O-12,Email,0.40882608833025497
C-10458,O-7,Email,0.3536403413658615
C-10459,O-8,Email,0.24074566482601764
C-10459,O-10,Email,0.29513731591736314
C-10460,O-5,Direct Mail,0.2837223848265474
C-10470,O-5,Mobile,0.33763751403636655
C-10472,O-6,Mobile,0.328046285452664
C-10477,O-6,Email,0.26445942827671437
C-10485,O-6,Email,0.3258106197558492
C-10485,O-8,Email,0.2982228148213192
C-10486,O-10,Mobile,0.3766691142341753
C-10486,O-11,Mobile,0.39950670882563694
C-10487,O-7,Email,0.3505028675444885
C-10487,O-8,Email,0.2975407845965061
C-10488,O-6,Email,0.2649237370770291
C-10488,O-10,Email,0.2950298231642267
C-10490,O-1,Mobile,0.7472463674322933
C-10499,O-6,Email,0.2567819306216181
C-10506,O-2,Direct Mail,0.5622518461852665
C-10507,O-1,Email,0.7953941362436455
C-10507,O-6,Email,0.26136606866533707
C-10507,O-7,Email,0.3146392453904733
C-10511,O-9,Mobile,0.27941653387689674
C-10513,O-3,Mobile,0.2924904986088024
C-10522,O-10,Direct Mail,0.3017395701339735
C-10531,O-8,Email,0.24043521991525377
C-10531,O-10,Email,0.29478396391804285
C-10541,O-12,Direct Mail,0.4056086364607218
C-10542,O-1,Mobile,0.7965845015638754
