from,to,value
Arkansas,Montana,2009.845314603937
Arkansas,Nebraska,857.0970228114218
Arkansas,Nevada,2227.1729947931067
Arkansas,New Hampshire,2018.5946948022317
Arkansas,New Jersey,1676.8149098901072
Arkansas,New Mexico,1264.7703088732403
Arkansas,New York,1709.2227534151289
Arkansas,North Carolina,1142.3747039939967
Arkansas,North Dakota,1526.518134946352
Arkansas,Ohio,1037.6128314937578
Arkansas,Oklahoma,418.9661973456338
Arkansas,Oregon,2735.070456112696
Arkansas,Pennsylvania,1469.7006858866255
Arkansas,Rhode Island,1961.0926576420202
Arkansas,South Carolina,1055.3615911805593
Arkansas,South Dakota,1200.2746548917582
Arkansas,Tennessee,522.4581725215082
Arkansas,Texas,650.9714608382784
Arkansas,Utah,1807.993581461624
Arkansas,Vermont,1958.8166079669063
Arkansas,Virginia,1308.2022743895295
Arkansas,Washington,2778.45114175987
Arkansas,West Virginia,1089.7275382568218
Arkansas,Wisconsin,1060.754075728417
Arkansas,Wyoming,1552.622212991337
California,Alabama,3024.2969439852627
California,Alaska,3619.6912779016056
California,Arizona,797.5515349427523
California,Arkansas,2466.7393013251058
California,California,0.0
California,Colorado,1306.6771618373493
California,Connecticut,4059.555601786786
California,Delaware,3864.495497968929
California,Florida,3679.493450974657
California,Georgia,3299.2830358206666
California,Hawaii,4020.330885935587
California,Idaho,1005.4906968915992
California,Illinois,2708.8926565194038
California,Indiana,2942.172597138526
California,Iowa,2367.56886111033
California,Kansas,2042.715650476693
California,Kentucky,3101.242540596882
California,Louisiana,2624.1167225572185
California,Maine,4294.948469795526
California,Maryland,3758.553189290281
California,Massachusetts,4151.485994556296
California,Michigan,3087.026713124928
California,Minnesota,2400.5335224204364
California,Mississippi,2767.0074058239798
California,Missouri,2429.1379174368262
California,Montana,1424.3227410755255
California,Nebraska,1936.786632458059
California,Nevada,337.38601434059865
California,New Hampshire,4134.010891893746
California,New Jersey,3931.685382990263
California,New Mexico,1223.9931491475734
California,New York,3872.2185484543
California,North Carolina,3568.719284610584
California,North Dakota,2070.940316265748
California,Ohio,3235.6201571868114
California,Oklahoma,2047.7942932793683
California,Oregon,961.9806690206821
California,Pennsylvania,3701.822755533127
California,Rhode Island,4160.849574279398
California,South Carolina,3515.696047518671
California,South Dakota,1938.2295075624943
California,Tennessee,2956.9980756430155
California,Texas,2120.1299005979113
California,Utah,817.6091796477995
California,Vermont,4036.8027786448783
California,Virginia,3664.5173851978843
California,Washington,1264.0388238595729
California,West Virginia,3411.3738923421884
California,Wisconsin,2692.5958610122175
California,Wyoming,1292.5696692552178
Colorado,Alabama,1802.8748658437003
Colorado,Alaska,4032.752002929853
Colorado,Arizona,806.8912542468412
Colorado,Arkansas,1234.4275418607588
Colorado,California,1306.6771618373493
Colorado,Colorado,0.0
Colorado,Connecticut,2758.515546792298
Colorado,Delaware,2557.821467333092
Colorado,Florida,2516.3761148143662
Colorado,Georgia,2054.365466193612
Colorado,Hawaii,5323.511983155409
Colorado,Idaho,954.3316177480102
Colorado,Illinois,1402.3283032604186
Colorado,Indiana,1635.5844512763708
Colorado,Iowa,1073.2077531687817
Colorado,Kansas,746.3128539659818
Colorado,Kentucky,1802.9294447213754
Colorado,Louisiana,1502.7274268152084
Colorado,Maine,3015.207461973033
Colorado,Maryland,2451.987541755227
Colorado,Massachusetts,2853.8593736920407
Colorado,Michigan,1797.1703345143724
Colorado,Minnesota,1191.2010073540669
Colorado,Mississippi,1571.0734080119223
Colorado,Missouri,1130.5750306502368
Colorado,Montana,968.9233246516164
Colorado,Nebraska,641.5896666434032
Colorado,Nevada,1022.3321330674183
Colorado,New Hampshire,2843.842385266634
Colorado,New Jersey,2626.136647088172
Colorado,New Mexico,476.6421116049054
Colorado,New York,2573.1645390663202
Colorado,North Carolina,2279.6015389313657
Colorado,North Dakota,1042.2118315830594
Colorado,Ohio,1929.2401088281258
Colorado,Oklahoma,836.7348300759676
Colorado,Oregon,1514.942847484663
Colorado,Pennsylvania,2396.385582328603
Colorado,Rhode Island,2860.6089031885076
Colorado,South Carolina,2247.7422407357467
Colorado,South Dakota,759.62850299201
Colorado,Tennessee,1682.6205934360796
Colorado,Texas,1135.0045432058105
Colorado,Utah,574.2356203291746
Colorado,Vermont,2750.823005219824
Colorado,Virginia,2360.992880443146
Colorado,Washington,1601.1248728502765
Colorado,West Virginia,2106.719779916713
Colorado,Wisconsin,1423.9981231394358
Colorado,Wyoming,443.86115785870675
Connecticut,Alabama,1578.3940724274366
Connecticut,Alaska,5525.458344649735
Connecticut,Arizona,3484.77938929152
Connecticut,Arkansas,1859.2574438344677
Connecticut,California,4059.555601786786
Connecticut,Colorado,2758.515546792298
Connecticut,Connecticut,0.0
Connecticut,Delaware,344.21432766180965
Connecticut,Florida,1739.5159782604064
Connecticut,Georgia,1351.941651102066
Connecticut,Hawaii,8049.719325939013
Connecticut,Idaho,3374.615913603101
Connecticut,Illinois,1368.0653899270042
Connecticut,Indiana,1153.5022101282023
Connecticut,Iowa,1692.5865890818682
Connecticut,Kansas,2062.1480848353954
Connecticut,Kentucky,1109.0540360826972
Connecticut,Louisiana,2060.002692068917
Connecticut,Maine,439.8592648615475
Connecticut,Maryland,443.95036999479254
Connecticut,Massachusetts,123.42072889527114
Connecticut,Michigan,984.7401313541391
Connecticut,Minnesota,1756.0635928028892
Connecticut,Mississippi,1789.4261050301584
Connecticut,Missouri,1696.0766085251228
Connecticut,Montana,3030.462395937889
Connecticut,Nebraska,2122.7728539477075
Connecticut,Nevada,3753.245453051757
Connecticut,New Hampshire,228.2448321831756
Connecticut,New Jersey,207.05593054696283
Connecticut,New Mexico,3001.36107319631
Connecticut,New York,192.25097473199384
Connecticut,North Carolina,902.765196111695
Connecticut,North Dakota,2228.24717258425
Connecticut,Ohio,850.5357442480301
Connecticut,Oklahoma,2197.871822910744
Connecticut,Oregon,3958.6202854824655
Connecticut,Pennsylvania,389.77832437692854
Connecticut,Rhode Island,103.78725771896815
Connecticut,South Carolina,1121.565390682755
Connecticut,South Dakota,2183.312005184316
Connecticut,Tennessee,1371.730138137827
Connecticut,Texas,2500.710749187444
Connecticut,Utah,3264.8382082359394
Connecticut,Vermont,272.3254765031069
Connecticut,Virginia,629.1680816244669
Connecticut,Washington,3855.203557926585
Connecticut,West Virginia,778.5334492940398
Connecticut,Wisconsin,1402.190367972578
Connecticut,Wyoming,2830.6743156802636
Delaware,Alabama,1244.9977840877768
Delaware,Alaska,5583.034818545584
Delaware,Arizona,3248.623505162867
Delaware,Arkansas,1568.870519177621
Delaware,California,3864.495497968929
Delaware,Colorado,2557.821467333092
Delaware,Connecticut,344.21432766180965
Delaware,Delaware,0.0
Delaware,Florida,1405.9301509111056
Delaware,Georgia,1009.6885622964958
Delaware,Hawaii,7876.800102466274
Delaware,Idaho,3247.301078895099
Delaware,Illinois,1155.8538062397101
Delaware,Indiana,922.9601947989391
Delaware,Iowa,1520.47907717437
Delaware,Kansas,1834.1436675313648
Delaware,Kentucky,818.151368956741
Delaware,Louisiana,1736.6964401024304
Delaware,Maine,782.9669497611236
Delaware,Maryland,115.16963272329212
Delaware,Massachusetts,465.8462167123591
Delaware,Michigan,875.4009824275929
Delaware,Minnesota,1661.4518689651889
Delaware,Mississippi,1467.2047525937523
Delaware,Missouri,1453.9783156837068
Delaware,Montana,2933.3561703049672
Delaware,Nebraska,1937.9247100448604
Delaware,Nevada,3570.5115841903676
Delaware,New Hampshire,565.2889009920857
Delaware,New Jersey,137.80616744481478
Delaware,New Mexico,2759.2903083457322
Delaware,New York,320.17734484921635
Delaware,North Carolina,558.7399435216222
Delaware,North Dakota,2151.442655603018
Delaware,Ohio,630.8719816065428
Delaware,Oklahoma,1932.4136502237614
Delaware,Oregon,3843.3243907554247
Delaware,Pennsylvania,202.7222408992482
Delaware,Rhode Island,427.9842192779353
Delaware,South Carolina,777.4214193117102
Delaware,South Dakota,2051.74079399468
Delaware,Tennessee,1062.5849933336578
Delaware,Texas,2197.9859317580995
Delaware,Utah,3089.2601054624593
Delaware,Vermont,574.7583222071377
Delaware,Virginia,288.69352556300015
Delaware,Washington,3767.569817359125
Delaware,West Virginia,480.3227719016167
Delaware,Wisconsin,1290.815191680068
Delaware,Wyoming,2678.7101624810016
Florida,Alabama,744.5302150479931
Florida,Alaska,6307.566073777211
Florida,Arizona,2908.841744705464
Florida,Arkansas,1291.6413407331368
Florida,California,3679.493450974657
Florida,Colorado,2516.3761148143662
Florida,Connecticut,1739.5159782604064
Florida,Delaware,1405.9301509111056
Florida,Florida,0.0
Florida,Georgia,615.909794629368
Florida,Hawaii,7595.110705605586
Florida,Idaho,3438.7219962327104
Florida,Illinois,1551.4123915659025
Florida,Indiana,1408.2895548576519
Florida,Iowa,1897.5764776941228
Florida,Kansas,1837.8652063788957
Florida,Kentucky,1136.0225367562878
Florida,Louisiana,1055.546222713866
Florida,Maine,2176.958749352479
Florida,Maryland,1335.3778478664747
Florida,Massachusetts,1852.755582000208
Florida,Michigan,1749.5799753029671
Florida,Minnesota,2265.9364552784655
Florida,Mississippi,945.9852896419285
Florida,Missouri,1543.4018039861276
Florida,Montana,3285.3483017216413
Florida,Nebraska,2119.1319943184535
Florida,Nevada,3475.2072975769365
Florida,New Hampshire,1966.7584114250262
Florida,New Jersey,1541.1779908915914
Florida,New Mexico,2455.734186872201
Florida,New York,1713.918762413145
Florida,North Carolina,892.5459849812287
Florida,North Dakota,2700.688020334908
Florida,Ohio,1407.4744041024471
Florida,Oklahoma,1680.6036862127573
Florida,Oregon,4025.1122857131486
Florida,Pennsylvania,1484.18361974798
Florida,Rhode Island,1802.655310926945
Florida,South Carolina,681.146691635715
Florida,South Dakota,2424.5758779413
Florida,Tennessee,1005.7177042783142
Florida,Texas,1579.6889661517298
Florida,Utah,3085.3585834140495
Florida,Vermont,1980.1665273702365
Florida,Virginia,1159.9699369423483
Florida,Washington,4068.542098469508
Florida,West Virginia,1194.8698838079285
Florida,Wisconsin,1966.9155604830523
Florida,Wyoming,2843.3092812611694
Georgia,Alabama,295.05920839962323
Georgia,Alaska,5715.631990366809
Georgia,Arizona,2574.1730075340947
Georgia,Arkansas,832.7655433653256
Georgia,California,3299.2830358206666
Georgia,Colorado,2054.365466193612
Georgia,Connecticut,1351.941651102066
Georgia,Delaware,1009.6885622964958
Georgia,Florida,615.909794629368
Georgia,Georgia,0.0
Georgia,Hawaii,7292.444700452468
Georgia,Idaho,2931.4669794715937
Georgia,Illinois,941.8640362456265
Georgia,Indiana,792.5589514364907
Georgia,Iowa,1305.1145384333076
Georgia,Kansas,1327.125016146934
Georgia,Kentucky,523.0708370584045
Georgia,Louisiana,802.1397989703519
Georgia,Maine,1785.1790823397812
Georgia,Maryland,908.9901680048658
Georgia,Massachusetts,1474.725009313109
Georgia,Michigan,1146.750513710087
Georgia,Minnesota,1657.876914761872
Georgia,Mississippi,564.6296410584862
Georgia,Missouri,985.0725404693395
Georgia,Montana,2736.122311254149
Georgia,Nebraska,1575.405828627179
Georgia,Nevada,3058.1022105312845
Georgia,New Hampshire,1563.4051246984868
Georgia,New Jersey,1145.1050084911105
Georgia,New Mexico,2091.1278336007877
Georgia,New York,1270.205326390695
Georgia,North Carolina,455.0500116188685
Georgia,North Dakota,2106.152448517668
Georgia,Ohio,821.0633739492097
Georgia,Oklahoma,1251.5539240223504
Georgia,Oregon,3530.198207862077
Georgia,Pennsylvania,1015.8951477498052
Georgia,Rhode Island,1437.4725685918645
Georgia,South Carolina,266.34306258523674
Georgia,South Dakota,1851.4044510363058
Georgia,Tennessee,411.0520000678446
Georgia,Texas,1329.826847392435
Georgia,Utah,2628.337053317727
Georgia,Vermont,1547.2083463581675
Georgia,Virginia,722.8042032614454
Georgia,Washington,3543.059223016547
Georgia,West Virginia,652.9382659623848
Georgia,Wisconsin,1351.4092900005269
Georgia,Wyoming,2329.7314069834333
Hawaii,Alabama,7006.7802973136495
Hawaii,Alaska,4497.314090980254
Hawaii,Arizona,4718.537819378638
Hawaii,Arkansas,6466.708008373677
Hawaii,California,4020.330885935587
Hawaii,Colorado,5323.511983155409
Hawaii,Connecticut,8049.719325939013
Hawaii,Delaware,7876.800102466274
Hawaii,Florida,7595.110705605586
Hawaii,Georgia,7292.444700452468
Hawaii,Hawaii,0.0
Hawaii,Idaho,4703.573662747293
Hawaii,Illinois,6721.699747055396
Hawaii,Indiana,6957.410445861738
Hawaii,Iowa,6362.931638173707
Hawaii,Kansas,6063.020772667304
Hawaii,Kentucky,7121.545845019963
Hawaii,Louisiana,6557.851123663054
Hawaii,Maine,8235.712405032598
Hawaii,Maryland,7773.185094310532
Hawaii,Massachusetts,8132.463053626662
Hawaii,Michigan,7065.834645561604
Hawaii,Minnesota,6319.59511871141
Hawaii,Mississippi,6740.424809959928
Hawaii,Missouri,6449.444472629551
Hawaii,Montana,5094.797987591171
Hawaii,Nebraska,5939.437737779105
Hawaii,Nevada,4306.361051435367
Hawaii,New Hampshire,8098.624649785689
Hawaii,New Jersey,7936.320569079751
Hawaii,New Mexico,5202.3696965664085
Hawaii,New York,7858.930255551162
Hawaii,North Carolina,7586.245872575331
Hawaii,North Dakota,5893.981227843654
Hawaii,Ohio,7246.073076968613
Hawaii,Oklahoma,6049.890496388752
Hawaii,Oregon,4162.677809782177
Hawaii,Pennsylvania,7706.798904696538
Hawaii,Rhode Island,8148.226706222065
Hawaii,South Carolina,7521.8382485413285
Hawaii,South Dakota,5872.7716427423575
Hawaii,Tennessee,6970.094819057848
Hawaii,Texas,6019.837965239083
Hawaii,Utah,4788.982919896641
Hawaii,Vermont,7994.306959097623
Hawaii,Virginia,7684.138224324672
Hawaii,Washington,4351.802522580862
Hawaii,West Virginia,7430.21443570291
Hawaii,Wisconsin,6653.3895621848405
Hawaii,Wyoming,5220.154490954313
Idaho,Alabama,2705.968253857834
Idaho,Alaska,3111.7769055185026
Idaho,Arizona,1198.1852815080745
Idaho,Arkansas,2147.0808757438353
Idaho,California,1005.4906968915992
Idaho,Colorado,954.3316177480102
Idaho,Connecticut,3374.615913603101
Idaho,Delaware,3247.301078895099
Idaho,Florida,3438.7219962327104
Idaho,Georgia,2931.4669794715937
Idaho,Hawaii,4703.573662747293
Idaho,Idaho,0.0
Idaho,Illinois,2132.487292209588
Idaho,Indiana,2369.2794133755774
Idaho,Iowa,1739.29038067295
Idaho,Kansas,1607.8289687426034
Idaho,Kentucky,2592.464556414556
Idaho,Louisiana,2450.627904469809
Idaho,Maine,3533.467609764354
Idaho,Maryland,3155.2074134828013
Idaho,Massachusetts,3447.735834685228
Idaho,Michigan,2393.2997118399653
Idaho,Minnesota,1622.9891923286793
Idaho,Mississippi,2494.729641698515
Idaho,Missouri,1954.1635602021543
Idaho,Montana,432.461558947325
Idaho,Nebraska,1367.5061561890013
Idaho,Nevada,693.4424945652422
Idaho,New Hampshire,3403.9831819458855
Idaho,New Jersey,3285.101918244518
Idaho,New Mexico,1260.0929015458446
Idaho,New York,3182.37747507005
Idaho,North Carolina,3082.033465048543
Idaho,North Dakota,1192.9754481128948
Idaho,Ohio,2626.60105832844
Idaho,Oklahoma,1775.6859206658992
Idaho,Oregon,604.1928332244
Idaho,Pennsylvania,3060.6117894544323
Idaho,Rhode Island,3469.0799751578325
Idaho,South Carolina,3091.903005967462
Idaho,South Dakota,1196.2261271581779
Idaho,Tennessee,2533.963225665026
Idaho,Texas,2082.5517777861487
Idaho,Utah,503.4067703153096
Idaho,Vermont,3297.2626959141962
Idaho,Virginia,3104.6014512452793
Idaho,Washington,646.9084122090158
Idaho,West Virginia,2849.5734756402785
Idaho,Wisconsin,1973.1023446324803
Idaho,Wyoming,601.8806307366322
Illinois,Alabama,861.501104273531
Illinois,Alaska,4779.756272936144
Illinois,Arizona,2117.2763366276645
Illinois,Arkansas,668.4508430157439
Illinois,California,2708.8926565194038
Illinois,Colorado,1402.3283032604186
Illinois,Connecticut,1368.0653899270042
Illinois,Delaware,1155.8538062397101
Illinois,Florida,1551.4123915659025
Illinois,Georgia,941.8640362456265
Illinois,Hawaii,6721.699747055396
Illinois,Idaho,2132.487292209588
Illinois,Illinois,0.0
Illinois,Indiana,238.65383653425363
Illinois,Iowa,398.9886233796704
Illinois,Kansas,694.877555209052
Illinois,Kentucky,477.5016236859458
Illinois,Louisiana,1053.5090691041178
Illinois,Maine,1673.4570596856863
Illinois,Maryland,1051.507148186086
Illinois,Massachusetts,1471.1687652160579
Illinois,Michigan,495.49963787664575
Illinois,Minnesota,716.0164997851267
Illinois,Mississippi,848.4667651671291
Illinois,Missouri,353.3753251028091
Illinois,Montana,1868.7643179575673
Illinois,Nebraska,786.6448152786827
Illinois,Nevada,2415.3723276677565
Illinois,New Hampshire,1480.0728193303755
Illinois,New Jersey,1225.3026150224084
Illinois,New Mexico,1636.6209467907736
Illinois,New York,1189.66215410151
Illinois,North Carolina,959.9827525576463
Illinois,North Dakota,1175.1149897640212
Illinois,Ohio,527.124491613472
Illinois,Oklahoma,875.9664452585733
Illinois,Oregon,2735.870420447971
Illinois,Pennsylvania,996.1068462611247
Illinois,Rhode Island,1471.4721297631843
Illinois,South Carolina,1014.1964119328577
Illinois,South Dakota,964.3763725966597
Illinois,Tennessee,549.8009486028764
Illinois,Texas,1290.5043176706938
Illinois,Utah,1936.7656086463244
Illinois,Vermont,1400.0232343964076
Illinois,Virginia,976.5198283654968
Illinois,Washington,2699.3790681150526
Illinois,West Virginia,720.110743524743
Illinois,Wisconsin,438.98820728193397
Illinois,Wyoming,1544.743783093277
Indiana,Alabama,784.8135767310534
Indiana,Alaska,4968.423954717188
Indiana,Arizona,2334.3716683357866
Indiana,Arkansas,765.4322448889494
Indiana,California,2942.172597138526
Indiana,Colorado,1635.5844512763708
Indiana,Connecticut,1153.5022101282023
Indiana,Delaware,922.9601947989391
Indiana,Florida,1408.2895548576519
Indiana,Georgia,792.5589514364907
Indiana,Hawaii,6957.410445861738
Indiana,Idaho,2369.2794133755774
Indiana,Illinois,238.65383653425363
Indiana,Indiana,0.0
Indiana,Iowa,631.5450594829833
Indiana,Kansas,913.8424678735398
Indiana,Kentucky,278.9903065969567
Indiana,Louisiana,1090.3050468168801
Indiana,Maine,1486.412976751877
Indiana,Maryland,816.4035558070563
Indiana,Massachusetts,1261.9611841694427
Indiana,Michigan,412.4251196049801
Indiana,Minnesota,900.2988234659202
Indiana,Mississippi,847.7871982994373
Indiana,Missouri,542.5950698802411
Indiana,Montana,2097.513323228396
Indiana,Nebraska,1024.9981093241802
Indiana,Nevada,2651.432167605745
Indiana,New Hampshire,1283.2968176515872
Indiana,New Jersey,999.5277050003734
Indiana,New Mexico,1848.7559554286738
Indiana,New York,982.8354498871456
Indiana,North Carolina,736.0645505822858
Indiana,North Dakota,1379.802354697
Indiana,Ohio,303.1127961011562
Indiana,Oklahoma,1051.9960438129879
Indiana,Oregon,2972.2148286847696
Indiana,Pennsylvania,772.569395873739
Indiana,Rhode Island,1257.2882537179196
Indiana,South Carolina,816.8934451280364
Indiana,South Dakota,1193.6782728606997
Indiana,Tennessee,457.8086072859076
Indiana,Texas,1414.1835968932055
Indiana,Utah,2174.330065277285
Indiana,Vermont,1212.2049795031835
Indiana,Virginia,737.9157828845565
Indiana,Washington,2930.351155393895
Indiana,West Virginia,481.5787699616205
Indiana,Wisconsin,564.2534013679465
Indiana,Wyoming,1783.0360431002994
Iowa,Alabama,1169.5830492567743
Iowa,Alaska,4412.068313755259
Iowa,Arizona,1840.489014483145
Iowa,Arkansas,786.6354026296856
Iowa,California,2367.56886111033
Iowa,Colorado,1073.2077531687817
Iowa,Connecticut,1692.5865890818682
Iowa,Delaware,1520.47907717437
Iowa,Florida,1897.5764776941228
Iowa,Georgia,1305.1145384333076
Iowa,Hawaii,6362.931638173707
Iowa,Idaho,1739.29038067295
Iowa,Illinois,398.9886233796704
Iowa,Indiana,631.5450594829833
Iowa,Iowa,0.0
Iowa,Kansas,489.0818272848852
Iowa,Kentucky,874.2133345642225
Iowa,Louisiana,1211.853262255757
Iowa,Maine,1943.0487565419912
Iowa,Maryland,1422.8296215866212
Iowa,Massachusetts,1784.0208166142659
Iowa,Michigan,724.0031421985161
Iowa,Minnesota,413.36333299360064
Iowa,Mississippi,1077.0341630410235
Iowa,Missouri,403.14253510873374
Iowa,Montana,1469.8794784168535
Iowa,Nebraska,432.1959919506734
Iowa,Nevada,2061.116007715708
Iowa,New Hampshire,1770.8039987650259
Iowa,New Jersey,1573.5728150275966
Iowa,New Mexico,1385.617126179101
Iowa,New York,1504.6842212226381
Iowa,North Carolina,1358.9047296428994
Iowa,North Dakota,803.1814429527722
Iowa,Ohio,892.0311473056702
Iowa,Oklahoma,785.9369549633118
Iowa,Oregon,2341.483131774684
Iowa,Pennsylvania,1344.3557399635167
Iowa,Rhode Island,1793.4959876353432
Iowa,South Carolina,1404.7719547387903
Iowa,South Dakota,565.6369997713842
Iowa,Tennessee,896.0355555728726
Iowa,Texas,1278.8506092264363
Iowa,Utah,1574.2880607165719
Iowa,Vermont,1677.6963325840595
Iowa,Virginia,1365.3142499061685
Iowa,Washington,2300.4961187506183
Iowa,West Virginia,1110.430261563638
Iowa,Wisconsin,384.78584191452194
Iowa,Wyoming,1159.3912645595667
